passes_completed,tackles,match_report,comp,game_started,passes_pct,opponent,gca,take_ons_won,cards_red,pens_made,progressive_passes,sca,carries,shots_on_target,date,xg,progressive_carries,blocks,team,npxg,minutes,shots,touches,interceptions,take_ons,position,pens_att,assists,cards_yellow,xg_assist,passes,result,venue,goals,dayofweek,round
10,1,,Premier League,Y,90.9,Manchester City,0,2,0,0,0,1,11,1,2023-08-11,0.0,1,0,"<a href=""/en/squads/943e8050/Burnley-Stats"">Burnley</a>",0.0,60,1,23,0,4,FW,0,0,0,0.0,11,L 0–3,Home,0,Fri,Matchweek 1
15,1,,Premier League,Y,93.8,Aston Villa,0,1,0,0,3,1,13,0,2023-08-27,0.1,1,1,"<a href=""/en/squads/943e8050/Burnley-Stats"">Burnley</a>",0.1,80,2,25,0,3,"FW,AM",0,0,0,0.0,16,L 1–3,Home,0,Sun,Matchweek 3
