passes_completed,tackles,match_report,comp,game_started,passes_pct,opponent,gca,take_ons_won,cards_red,pens_made,progressive_passes,sca,carries,shots_on_target,date,xg,progressive_carries,blocks,team,npxg,minutes,shots,touches,interceptions,take_ons,position,pens_att,assists,cards_yellow,xg_assist,passes,result,venue,goals,dayofweek,round
7,0,,Premier League,Y,70.0,Brighton,0,0,0,0,4,1,7,0,2023-08-12,0.0,1,0,"<a href=""/en/squads/e297cd13/Luton-Town-Stats"">Luton Town</a>",0.0,63,0,16,1,3,FW,0,0,0,0.0,10,L 1–4,Away,0,Sat,Matchweek 1
13,0,,Premier League,Y,86.7,Chelsea,0,1,0,0,1,1,12,0,2023-08-25,0.0,0,1,"<a href=""/en/squads/e297cd13/Luton-Town-Stats"">Luton Town</a>",0.0,69,0,20,0,2,FW,0,0,0,0.1,15,L 0–3,Away,0,Fri,Matchweek 3
