passes_completed,tackles,match_report,comp,game_started,passes_pct,opponent,gca,take_ons_won,cards_red,pens_made,progressive_passes,sca,carries,shots_on_target,date,xg,progressive_carries,blocks,team,npxg,minutes,shots,touches,interceptions,take_ons,position,pens_att,assists,cards_yellow,xg_assist,passes,result,venue,goals,dayofweek,round
9,3,,Premier League,Y,64.3,Arsenal,0,1,0,0,0,1,8,0,2023-08-12,0.0,1,0,"<a href=""/en/squads/e4a775cb/Nottingham-Forest-Stats"">Nott'ham Forest</a>",0.0,71,1,23,0,2,LM,0,0,1,0.0,14,L 1–2,Away,0,Sat,Matchweek 1
22,3,,Premier League,Y,62.9,Manchester Utd,0,2,0,0,1,1,16,0,2023-08-26,0.0,1,1,"<a href=""/en/squads/e4a775cb/Nottingham-Forest-Stats"">Nott'ham Forest</a>",0.0,90,0,43,2,3,WB,0,0,1,0.0,35,L 2–3,Away,0,Sat,Matchweek 3
