passes_completed,tackles,match_report,comp,game_started,passes_pct,opponent,gca,take_ons_won,cards_red,pens_made,progressive_passes,sca,carries,shots_on_target,date,xg,progressive_carries,blocks,team,npxg,minutes,shots,touches,interceptions,take_ons,position,pens_att,assists,cards_yellow,xg_assist,passes,result,venue,goals,dayofweek,round
22,2,,Premier League,Y,75.9,Bournemouth,0,0,0,0,3,1,12,0,2023-08-12,0.0,0,0,"<a href=""/en/squads/7c21e445/West-Ham-United-Stats"">West Ham</a>",0.0,90,0,41,2,0,CB,0,0,0,0.0,29,D 1–1,Away,0,Sat,Matchweek 1
16,1,,Premier League,Y,66.7,Chelsea,0,0,1,0,0,0,19,1,2023-08-20,0.1,0,2,"<a href=""/en/squads/7c21e445/West-Ham-United-Stats"">West Ham</a>",0.1,66,1,36,3,0,CB,0,0,2,0.0,24,W 3–1,Home,1,Sun,Matchweek 2
